forecastdate,state,primarydate,total,bidenvote,bloombergvote,bookervote,buttigiegvote,klobucharvote,sandersvote,steyervote,warrenvote,yangvote,bidenwin,bloombergwin,bookerwin,buttigiegwin,klobucharwin,sanderswin,steyerwin,warrenwin,yangwin,bidendel,bloombergdel,bookerdel,buttigiegdel,klobuchardel,sandersdel,steyerdel,warrendel,yangdel,timestate
1/06/2019,Iowa,3/02/2020,41,39,0,2.6,13.5,3.8,22.5,0,10,1.1,49.1,0,3.4,9.5,4.3,18.8,2.5,6.7,2.7,25,0,0,2,0,14,0,0,0,43617Iowa
1/06/2019,New Hampshire,11/02/2020,24,38,0,2.4,11.3,1.9,17.4,0,10.1,1.4,50.7,0,3.8,8.9,3.9,14.4,3.3,7.5,3.9,16,0,0,0,0,8,0,0,0,43617New Hampshire
1/06/2019,Nevada,22/02/2020,36,35.3,0,0.9,9.1,1.1,22.7,0,11.1,3.5,43.4,0,4,7.5,3.9,20.7,3.4,8.5,4.7,21,0,0,0,0,14,0,1,0,43617Nevada
1/06/2019,South Carolina,29/02/2020,54,52.4,0,3.3,4.8,0.7,13.3,0,10,1,71.5,0,3,3.4,2.4,7.1,1.9,5.4,2.4,51,0,0,0,0,3,0,0,0,43617South Carolina
1/06/2019,Alabama,3/03/2020,52,49.1,0,5.7,5.8,2.3,13.6,0,6.7,0.7,66.7,0,4.1,4.3,3.4,8.3,2.7,4.7,2.8,49,0,0,0,0,3,0,0,0,43617Alabama
1/06/2019,American Samoa,3/03/2020,6,39.7,0,2.7,6.8,1.6,20.3,0,9,1.1,51.2,0,4.1,5.5,3.9,17.2,3.4,6.9,3.9,4,0,0,0,0,2,0,0,0,43617American Samoa
1/06/2019,Arkansas,3/03/2020,31,45.7,0,4.3,7.3,3.1,15.9,0,4.5,0.4,61.4,0,4.1,5.2,4.1,11,2.7,4.2,3.1,23,0,0,0,0,8,0,0,0,43617Arkansas
1/06/2019,California,3/03/2020,416,35,0,1.1,10.8,0.6,22.7,0,11,1.8,42.4,0,3.9,8.6,3.8,21,3.4,8.8,4.3,243,0,0,8,0,157,0,8,0,43617California
1/06/2019,Colorado,3/03/2020,67,37.1,0,0.5,7.1,0.3,24.9,0,10,5.8,44.6,0,3.3,6.1,4,22.7,3.2,7.3,5.3,40,0,0,0,0,27,0,0,0,43617Colorado
1/06/2019,Democrats Abroad,3/03/2020,13,39.7,0,2.7,6.8,1.6,20.3,0,9,1.1,51.4,0,4,5.9,4.1,17.2,3.2,6.9,3.6,9,0,0,0,0,4,0,0,0,43617Democrats Abroad
1/06/2019,Maine,3/03/2020,24,33.5,0,2.5,10,0.6,23.3,0,9.5,2,39.9,0,4.5,8.8,4,22,3.6,8,4.6,14,0,0,0,0,10,0,0,0,43617Maine
1/06/2019,Massachusetts,3/03/2020,91,31.6,0,2.7,13.8,1.6,23.1,0,17.9,1.2,34.2,0,4,10.7,4.5,21.5,3.5,14.1,3.8,37,0,0,6,0,27,0,21,0,43617Massachusetts
1/06/2019,Minnesota,3/03/2020,75,47.5,0,0.7,13,18.3,24.3,0,11.3,0.3,55.4,0,2,6.2,10,15.4,1.7,5.2,2,37,0,0,3,14,19,0,2,0,43617Minnesota
1/06/2019,North Carolina,3/03/2020,110,45.5,0,3,5.4,3.2,16.6,0,7,0.2,61,0,3.5,4.8,3.9,11.9,3,5.2,3.1,81,0,0,0,0,29,0,0,0,43617North Carolina
1/06/2019,Oklahoma,3/03/2020,37,47.3,0,4.8,4.5,2.6,16.6,1.2,4.4,0.4,63.9,0,3.9,3.6,3.9,11.2,2.8,3.9,2.9,27,0,0,0,0,10,0,0,0,43617Oklahoma
1/06/2019,Tennessee,3/03/2020,64,46.6,0,3.6,7.1,3.4,15.4,0,5.8,0.3,63.1,0,3.8,4.7,4,10.4,2.9,4.6,3.2,48,0,0,0,0,16,0,0,0,43617Tennessee
1/06/2019,Texas,3/03/2020,228,38.4,0,1.2,12.1,2.1,17.4,0,8,3.1,48.9,0,3.9,9.6,4.4,14.8,3.2,6.5,4.4,149,0,0,11,0,68,0,0,0,43617Texas
1/06/2019,Utah,3/03/2020,29,40.4,0,0.7,8.6,2.7,18.1,0,11.6,0.9,51.8,0,3.3,6.8,4.3,14.3,2.8,8.4,3.8,19,0,0,0,0,9,0,1,0,43617Utah
1/06/2019,Vermont,3/03/2020,16,41.3,0,2.6,12.8,0.8,49.8,0,14.7,3.2,32.1,0,1.6,4.5,1.5,50.5,1.3,4.9,2,7,0,0,0,0,8,0,1,0,43617Vermont
1/06/2019,Virginia,3/03/2020,99,44.4,0,3.2,8.5,2.3,15.8,0,8.4,0.6,58.9,0,3.7,6.2,4.2,11.3,2.7,6.3,3.3,73,0,0,0,0,26,0,0,0,43617Virginia
1/06/2019,Idaho,10/03/2020,20,41.9,0,0.7,8.5,4.6,15.1,0,11,0,54.2,0,3.3,7,5.5,11.6,3,7.7,3.5,15,0,0,0,0,5,0,0,0,43617Idaho
1/06/2019,Michigan,10/03/2020,125,42.1,0,1.2,7.6,2.8,20.6,0,10.5,1,52.8,0,3.3,5.8,4.2,16.7,3.2,7.4,3.3,83,0,0,0,0,40,0,2,0,43617Michigan
1/06/2019,Mississippi,10/03/2020,36,46.7,0,5.5,5.4,2.2,16.2,0,5.2,0.3,62.5,0,4.5,4.6,3.7,11.3,2.6,4.2,3,27,0,0,0,0,9,0,0,0,43617Mississippi
1/06/2019,Missouri,10/03/2020,68,45.7,0,3.4,6.2,3.2,16.8,0,6.8,0.5,60.3,0,4.2,5,4.3,11.8,3,5,2.9,50,0,0,0,0,18,0,0,0,43617Missouri
1/06/2019,North Dakota,10/03/2020,14,41.8,0,1.3,9.3,3.7,15.9,0,10.7,0.3,53.9,0,3.4,7.2,4.6,11.9,3.2,8,3.4,10,0,0,0,0,4,0,0,0,43617North Dakota
1/06/2019,Washington,10/03/2020,89,36.5,0,1.6,7.1,0.6,27.1,0,10.3,6.4,41.9,0,3.5,5.9,3.7,25.1,3.2,7.5,5.8,51,0,0,0,0,37,0,1,0,43617Washington
1/06/2019,Northern Marianas,14/03/2020,6,39.7,0,2.7,6.8,1.6,20.3,0,9,1.1,49.7,0,4.5,6.2,4.1,16.9,3.2,7.4,4,4,0,0,0,0,2,0,0,0,43617Northern Marianas
1/06/2019,Arizona,17/03/2020,67,39.7,0,1.6,8.2,2.9,21.8,0,12.1,1.7,47.8,0,3.5,6.7,4.6,17.9,3.1,8.7,4,41,0,0,0,0,23,0,3,0,43617Arizona
1/06/2019,Florida,17/03/2020,219,40.8,0,1.1,5.5,0.3,20.3,0,10.4,3.2,51.3,0,3.6,5.3,3.7,16.5,3.3,7.6,4.7,144,0,0,0,0,71,0,4,0,43617Florida
1/06/2019,Illinois,17/03/2020,155,48.5,0,1.1,5.8,0.9,15.5,0,8.5,0.8,64.2,0,2.9,4.7,3.2,10.5,2.7,5.7,3,117,0,0,0,0,38,0,0,0,43617Illinois
1/06/2019,Ohio,17/03/2020,136,43.7,0,0.5,10.9,4.5,25.1,0,9.9,1.4,52,0,2.7,7,4.2,19.3,2.7,6.2,2.9,85,0,0,2,0,49,0,0,0,43617Ohio
1/06/2019,Georgia,24/03/2020,105,45.8,0,4,5.2,2.8,17.2,0,7.3,0.5,59.1,0,4.4,4.7,4.2,12,3.1,5.6,3.3,76,0,0,0,0,29,0,0,0,43617Georgia
1/06/2019,Puerto Rico,29/03/2020,51,39.7,0,2.7,6.8,1.6,20.3,0,9,1.1,48,0,4.7,6.3,4.6,17.1,3.3,7.5,4.2,34,0,0,0,0,17,0,0,0,43617Puerto Rico
1/06/2019,Alaska,4/04/2020,15,39.2,0,1.1,8.8,1.2,15.2,0,11.6,0.5,47.8,0,4.1,7.8,4.6,12.9,3.6,9.4,4.1,11,0,0,0,0,4,0,0,0,43617Alaska
1/06/2019,Hawaii,4/04/2020,24,36,0,1,8.1,0.4,26.2,0,11.8,5.7,39.9,0,3.5,7.7,4.1,23.6,3.3,8.8,5.5,14,0,0,0,0,10,0,0,0,43617Hawaii
1/06/2019,Louisiana,4/04/2020,54,46.5,0,4.5,5.9,2.8,15.9,0,5.2,0.3,59.7,0,4.7,5.2,4.4,11,3.2,4.5,3.2,40,0,0,0,0,14,0,0,0,43617Louisiana
1/06/2019,Wyoming,4/04/2020,14,39.9,0,0.7,9.3,3,18.3,0,12.8,0.2,47.9,0,3.5,7.4,4.8,14.2,3.4,9.7,3.9,10,0,0,0,0,4,0,0,0,43617Wyoming
1/06/2019,Wisconsin,7/04/2020,84,34,0,1.2,6.9,3.1,26.1,0,13.6,0.6,37.3,0,4,6.7,5,24.4,4.1,10.5,4,45,0,0,0,0,34,0,5,0,43617Wisconsin
1/06/2019,Connecticut,28/04/2020,60,33.5,0,4,11.1,0.3,22.4,0,12.5,0.7,36.1,0,5.6,9.7,4.5,20.9,4,10.2,4.6,33,0,0,2,0,22,0,3,0,43617Connecticut
1/06/2019,Delaware,28/04/2020,21,48.4,0,4.9,12.8,0.1,22.9,0,10.9,1.2,54.8,0,3.9,7.4,3.1,15.4,2.7,6.4,2.9,14,0,0,1,0,6,0,0,0,43617Delaware
1/06/2019,Maryland,28/04/2020,96,35.8,0,6.3,10.9,0.3,22.2,0,12.2,2.4,38,0,6.1,9.5,4.4,19.3,3.9,9.7,4.7,56,0,0,1,0,35,0,4,0,43617Maryland
1/06/2019,New York,28/04/2020,274,39.9,0,2.9,13,0.3,26.8,0,15.4,2.4,39.4,0,3.5,8.4,3.5,20.5,3.2,8.9,3.6,127,0,0,13,0,85,0,49,0,43617New York
1/06/2019,Pennsylvania,28/04/2020,186,44.3,0,2.8,8.4,1.6,16.3,0,9.6,0.4,53.2,0,4.5,6.8,4.4,12.5,4,7.4,3.6,136,0,0,0,0,50,0,0,0,43617Pennsylvania
1/06/2019,Rhode Island,28/04/2020,26,35.9,0,7.4,8.1,0.4,24,0,9.9,3.2,39,0,7.1,7.1,4.4,21.1,4,7.9,5.2,16,0,0,0,0,10,0,0,0,43617Rhode Island
1/06/2019,Guam,2/05/2020,7,39.7,0,2.7,6.8,1.6,20.3,0,9,1.1,46.6,0,4.7,6.8,4.8,17.2,4,7.1,4.3,5,0,0,0,0,2,0,0,0,43617Guam
1/06/2019,Kansas,2/05/2020,39,41.8,0,0.9,8.9,2.9,16.7,0,11.9,0.2,48.9,0,3.7,7.7,5.1,13.3,3.8,8.8,3.9,27,0,0,0,0,11,0,1,0,43617Kansas
1/06/2019,Indiana,5/05/2020,82,45,0,0.6,22.6,4.5,21.2,0,7.9,0.4,48.7,0,2.7,15.1,4.6,14.5,3,5.1,3.1,42,0,0,21,0,20,0,0,0,43617Indiana
1/06/2019,Nebraska,12/05/2020,29,42.8,0,2.6,7.5,0.1,15.4,0,13.7,0.4,49.8,0,4.4,6.7,4.3,12.2,3.8,9.9,3.9,20,0,0,0,0,7,0,2,0,43617Nebraska
1/06/2019,West Virginia,12/05/2020,28,47.5,0,4.1,6.3,3.9,15,0,6.3,0.4,57,0,4.3,5.6,4.9,10.7,3.7,5.8,3.8,26,0,0,0,0,2,0,0,0,43617West Virginia
1/06/2019,Kentucky,19/05/2020,54,45.9,0,4.1,7.7,3.5,15.7,0,4.9,0.4,53.6,0,5,6.6,5.3,12.1,3.5,5.2,4,40,0,0,0,0,14,0,0,0,43617Kentucky
1/06/2019,Oregon,19/05/2020,61,37.3,0,1.5,8,0.6,25.4,0,9.9,5.5,39.3,0,4.3,7.3,4.3,21.8,3.8,8.2,6.4,36,0,0,0,0,25,0,0,0,43617Oregon
1/06/2019,District of Columbia,2/06/2020,20,38.6,0,9,8.3,0.5,18.7,0,8.1,2.4,42.3,0,8.2,8.1,4.7,15.4,4.2,7.2,5.6,13,0,0,0,0,7,0,0,0,43617District of Columbia
1/06/2019,Montana,2/06/2020,19,39.9,0,0.5,10.4,2.5,19,0,12.5,0.6,43,0,4.3,8.5,5.2,14.9,3.8,9.5,4.5,13,0,0,0,0,6,0,0,0,43617Montana
1/06/2019,New Jersey,2/06/2020,126,39.8,0,16.2,10.1,0.1,27,0,10.9,5,38.6,0,10.9,7.2,3.7,20.8,3.2,7.1,4.9,59,0,24,2,0,40,0,2,0,43617New Jersey
1/06/2019,New Mexico,2/06/2020,34,37.1,0,1.7,6.9,0.2,25.2,0,9.5,6.5,39.2,0,4.8,7,4.4,21.9,4.1,7.6,6.7,20,0,0,0,0,14,0,0,0,43617New Mexico
1/06/2019,South Dakota,2/06/2020,16,41.5,0,1.6,9.3,2.8,16.8,0,11.6,0.3,46,0,4.3,7.7,5.4,13.2,4.1,9,4.4,11,0,0,0,0,5,0,0,0,43617South Dakota
1/06/2019,Virgin Islands,6/06/2020,7,39.7,0,2.7,6.8,1.6,20.3,0,9,1.1,43.5,0,5.4,7.1,5.1,17.1,4.2,8.1,4.7,5,0,0,0,0,2,0,0,0,43617Virgin Islands
1/06/2019,US,1/07/2020,41,41.2,0,2.9,8.7,2.2,20.3,0,9.8,1.6,53.2,0,3,6.8,3.6,17.8,2.2,7.2,3,2529,0,24,72,14,1233,0,110,0,43617US
4/06/2019,Iowa,3/02/2020,41,39.6,0,2.6,13.2,3.8,22.1,0,10.3,1.1,51.4,0,3.5,8.2,3.9,17.9,2.5,6.7,2.9,25,0,0,2,0,14,0,0,0,43620Iowa
4/06/2019,New Hampshire,11/02/2020,24,38.5,0,2.3,11,1.8,17.1,0,10.4,1.3,51.9,0,4,8.1,3.9,13.9,3.2,7.9,3.4,17,0,0,0,0,7,0,0,0,43620New Hampshire
4/06/2019,Nevada,22/02/2020,36,35.3,0,0.8,8.8,1,22.3,0,11.3,3.5,44,0,3.7,6.7,3.7,20.9,3.5,8.9,4.7,21,0,0,0,0,14,0,1,0,43620Nevada
4/06/2019,South Carolina,29/02/2020,54,52.5,0,3.1,4.5,0.7,12.8,0,10.2,0.9,72.5,0,2.9,3,2.5,6.7,2.1,5.3,2.1,51,0,0,0,0,2,0,1,0,43620South Carolina
4/06/2019,Alabama,3/03/2020,52,49,0,5.5,5.7,2.4,13.3,0,7.1,0.7,67.1,0,4.3,4,3.1,8.1,2.6,5,2.5,49,0,0,0,0,3,0,0,0,43620Alabama
4/06/2019,American Samoa,3/03/2020,6,39,0,2.6,7,1.9,20.1,0,9.5,1,50.7,0,4.3,5.5,4.3,16.8,3.4,7.8,3.5,4,0,0,0,0,2,0,0,0,43620American Samoa
4/06/2019,Arkansas,3/03/2020,31,45.4,0,4.2,7.4,3.2,15.7,0,4.9,0.4,61.5,0,4.4,5,3.8,10.9,2.9,4.8,2.9,23,0,0,0,0,8,0,0,0,43620Arkansas
4/06/2019,California,3/03/2020,416,35.5,0,1,10.5,0.6,22.4,0,11.3,1.8,43.7,0,3.9,7.7,3.7,20.3,3.4,9.4,3.8,242,0,0,8,0,152,0,14,0,43620California
4/06/2019,Colorado,3/03/2020,67,36.8,0,0.5,7.2,0.3,24.6,0,10.4,5.7,44.5,0,3.7,5.5,3.5,22.6,3.5,7.8,5.1,40,0,0,0,0,26,0,1,0,43620Colorado
4/06/2019,Democrats Abroad,3/03/2020,13,39,0,2.6,7,1.9,20.1,0,9.5,1,50.2,0,4.5,5.7,4,16.6,3.5,7.7,3.8,9,0,0,0,0,4,0,0,0,43620Democrats Abroad
4/06/2019,Maine,3/03/2020,24,33.1,0,2.4,10.1,0.6,22.9,0,9.9,1.9,39.4,0,4.5,8.3,4,22.3,3.9,8.8,4.4,14,0,0,0,0,10,0,0,0,43620Maine
4/06/2019,Massachusetts,3/03/2020,91,32.1,0,2.7,13.6,1.6,22.8,0,18.3,1.1,35.2,0,4.4,10,3.9,20.3,3.6,15.1,3.7,37,0,0,6,0,26,0,21,0,43620Massachusetts
4/06/2019,Minnesota,3/03/2020,75,47.4,0,0.6,13.2,18.6,24.2,0,11.8,0.3,55.6,0,2.1,6,10.1,14.4,2,5.6,2,36,0,0,5,14,18,0,2,0,43620Minnesota
4/06/2019,North Carolina,3/03/2020,110,37.9,0,1,7.4,1.5,20.1,0,12.9,0.9,48,0,3.6,5.9,3.5,17.5,3.3,10.2,3.5,69,0,0,0,0,36,0,5,0,43620North Carolina
4/06/2019,Oklahoma,3/03/2020,37,46.9,0,4.7,4.6,2.8,16.3,1.2,4.8,0.4,63,0,4.2,3.6,3.5,11.1,3.2,4.3,2.8,27,0,0,0,0,10,0,0,0,43620Oklahoma
4/06/2019,Tennessee,3/03/2020,64,46.2,0,3.5,7.2,3.6,15.2,0,6.3,0.3,63,0,3.7,5,4,10.2,2.8,4.8,2.9,48,0,0,0,0,16,0,0,0,43620Tennessee
4/06/2019,Texas,3/03/2020,228,37.3,0,1.2,9.8,2.1,17.1,0,11.5,2.7,47.8,0,3.9,7.7,4.2,14.2,3.7,9.3,4.7,152,0,0,0,0,69,0,7,0,43620Texas
4/06/2019,Utah,3/03/2020,29,40.1,0,0.7,8.7,2.9,17.9,0,12,0.9,52,0,3.7,6.4,4.3,13.9,3.1,8.8,3.1,19,0,0,0,0,9,0,1,0,43620Utah
4/06/2019,Vermont,3/03/2020,16,41,0,2.5,12.9,0.8,49.5,0,15.3,3.2,32,0,1.6,4.2,1.4,50.5,1.4,5.3,1.9,6,0,0,0,0,7,0,2,0,43620Vermont
4/06/2019,Virginia,3/03/2020,99,44.1,0,3.1,8.4,2.4,15.6,0,8.8,0.5,59.8,0,4.2,5.5,3.9,10.9,2.7,6.5,3,73,0,0,0,0,26,0,0,0,43620Virginia
4/06/2019,Idaho,10/03/2020,20,41.3,0,0.6,8.7,4.9,14.9,0,11.5,0,54.4,0,3.4,6.3,4.9,11.1,3.4,8.6,3.4,18,0,0,0,0,2,0,0,0,43620Idaho
4/06/2019,Michigan,10/03/2020,125,42.6,0,1.1,7.4,2.8,20.4,0,10.8,0.9,54.7,0,3.4,5.3,3.8,15.7,3.2,7.2,3.2,83,0,0,0,0,40,0,2,0,43620Michigan
4/06/2019,Mississippi,10/03/2020,36,46.4,0,5.4,5.5,2.4,16,0,5.6,0.3,62.2,0,5,4.2,3.5,11.1,3,4.6,2.9,27,0,0,0,0,9,0,0,0,43620Mississippi
4/06/2019,Missouri,10/03/2020,68,45.4,0,3.3,6.3,3.4,16.6,0,7.2,0.5,61,0,4,4.4,3.9,11.2,3,5.7,3,50,0,0,0,0,18,0,0,0,43620Missouri
4/06/2019,North Dakota,10/03/2020,14,41.4,0,1.2,9.4,3.9,15.6,0,11.1,0.3,53.9,0,3.5,6.7,4.7,11.6,3.5,8.1,3.3,10,0,0,0,0,4,0,0,0,43620North Dakota
4/06/2019,Washington,10/03/2020,89,36.3,0,1.5,7.2,0.6,26.9,0,10.8,6.4,41.3,0,3.7,5.6,3.4,25.1,3.4,8,6,51,0,0,0,0,37,0,1,0,43620Washington
4/06/2019,Northern Marianas,14/03/2020,6,39,0,2.6,7,1.9,20.1,0,9.5,1,49,0,4.9,5.9,4.1,17.2,3.6,7.6,3.6,4,0,0,0,0,2,0,0,0,43620Northern Marianas
4/06/2019,Arizona,17/03/2020,67,40.1,0,1.4,8.2,3.1,21.6,0,12.5,1.6,48.3,0,3.9,6.1,4.2,17.7,3.3,9.1,3.7,42,0,0,0,0,22,0,3,0,43620Arizona
4/06/2019,Florida,17/03/2020,219,40.5,0,1,5.3,0.2,20.1,0,10.8,3.2,50.9,0,4,5.1,3.3,16,3.2,8.4,4.4,144,0,0,0,0,71,0,4,0,43620Florida
4/06/2019,Illinois,17/03/2020,155,49,0,1,5.6,0.9,15.2,0,8.8,0.7,65.8,0,3.1,4.3,2.7,9.6,2.8,5.7,2.7,118,0,0,0,0,37,0,0,0,43620Illinois
4/06/2019,Ohio,17/03/2020,136,43.7,0,0.5,11.1,4.7,24.9,0,10.4,1.3,52.6,0,2.7,6.3,4.2,18.6,2.7,6.8,2.8,83,0,0,4,0,47,0,2,0,43620Ohio
4/06/2019,Georgia,24/03/2020,105,45.2,0,3.7,5.2,3,17,0,8,0.4,58.8,0,4.2,4.4,4.4,12.1,2.9,6.2,3.3,76,0,0,0,0,29,0,0,0,43620Georgia
4/06/2019,Puerto Rico,29/03/2020,51,39,0,2.6,7,1.9,20.1,0,9.5,1,48.3,0,4.5,6.3,4.4,17,3.7,7.9,4,34,0,0,0,0,17,0,0,0,43620Puerto Rico
4/06/2019,Alaska,4/04/2020,15,38.6,0,0.9,8.7,1.3,15,0,12.3,0.4,47.8,0,4.1,7.1,4.3,12.6,4.2,10.5,4,14,0,0,0,0,1,0,0,0,43620Alaska
4/06/2019,Hawaii,4/04/2020,24,35.8,0,0.9,8.2,0.4,26,0,12.3,5.7,39.8,0,4.1,6.1,3.4,23.7,3.7,9.7,5.7,13,0,0,0,0,10,0,1,0,43620Hawaii
4/06/2019,Louisiana,4/04/2020,54,46.1,0,4.4,6,3,15.6,0,5.7,0.3,59.5,0,4.8,4.5,4.4,11.1,3.3,5.3,3.2,40,0,0,0,0,14,0,0,0,43620Louisiana
4/06/2019,Wyoming,4/04/2020,14,39.6,0,0.6,9.4,3.2,18,0,13.2,0.2,47.8,0,4,6.8,4.7,14.1,3.8,10.2,3.4,10,0,0,0,0,4,0,0,0,43620Wyoming
4/06/2019,Wisconsin,7/04/2020,84,34.3,0,1.1,6.8,3.1,26,0,13.8,0.6,37.3,0,4.3,6,4.9,24.8,3.8,10.8,3.8,45,0,0,0,0,34,0,5,0,43620Wisconsin
4/06/2019,Connecticut,28/04/2020,60,33.3,0,3.9,11.3,0.3,22.2,0,13,0.7,36.3,0,6,9.2,4.4,19.6,4.1,11,4.6,33,0,0,2,0,22,0,3,0,43620Connecticut
4/06/2019,Delaware,28/04/2020,21,47.7,0,4.6,12.7,0.3,22.6,0,12,0.9,54.6,0,4.2,6.9,2.9,15,2.7,7.4,3,14,0,0,1,0,6,0,0,0,43620Delaware
4/06/2019,Maryland,28/04/2020,96,35.6,0,6.2,11,0.3,22,0,12.7,2.3,39.3,0,6.6,8.6,4.1,18.7,4.2,9.8,4.6,56,0,0,1,0,35,0,4,0,43620Maryland
4/06/2019,New York,28/04/2020,274,39.4,0,2.7,13.1,0.3,26.4,0,15.8,2.3,39.5,0,3.9,7.6,3,20.4,3.2,9.9,3.6,123,0,0,19,0,83,0,49,0,43620New York
4/06/2019,Pennsylvania,28/04/2020,186,44.9,0,2.7,8.2,1.5,16,0,9.9,0.4,54.7,0,4.5,5.9,3.7,11.7,3.8,8,3.5,137,0,0,0,0,49,0,0,0,43620Pennsylvania
4/06/2019,Rhode Island,28/04/2020,26,35.6,0,7.3,8.3,0.3,23.8,0,10.4,3.2,39.4,0,7,6.9,3.8,21.4,4.1,8.4,5,16,0,0,0,0,10,0,0,0,43620Rhode Island
4/06/2019,Guam,2/05/2020,7,39,0,2.6,7,1.9,20.1,0,9.5,1,45.4,0,4.9,6.8,4.8,16.6,4.1,8.6,4.3,5,0,0,0,0,2,0,0,0,43620Guam
4/06/2019,Kansas,2/05/2020,39,41.4,0,0.8,9,3.1,16.4,0,12.4,0.2,49.3,0,4.4,6.9,4.7,12.6,4.1,9.4,3.8,27,0,0,0,0,11,0,1,0,43620Kansas
4/06/2019,Indiana,5/05/2020,82,45.2,0,0.6,22.7,4.8,21,0,8.4,0.4,49.3,0,2.8,14.6,4.1,13.6,3,5.9,3.1,42,0,0,21,0,19,0,0,0,43620Indiana
4/06/2019,Nebraska,12/05/2020,29,42.5,0,2.5,7.6,0.3,15.2,0,14.1,0.4,50.1,0,4.7,5.9,3.9,12,3.7,11,3.8,20,0,0,0,0,7,0,2,0,43620Nebraska
4/06/2019,West Virginia,12/05/2020,28,47.2,0,4,6.4,4.1,14.7,0,6.8,0.4,57.4,0,5,5,4.9,10.4,3.7,5.7,3.3,26,0,0,0,0,2,0,0,0,43620West Virginia
4/06/2019,Kentucky,19/05/2020,54,45.6,0,4,7.9,3.6,15.4,0,5.4,0.4,54.3,0,5.3,6.3,4.9,11.3,3.7,5.5,3.7,40,0,0,0,0,14,0,0,0,43620Kentucky
4/06/2019,Oregon,19/05/2020,61,37.3,0,1.4,8,0.5,25.1,0,10.4,5.4,39.6,0,4.5,6.4,4.1,22.4,3.8,8.7,5.9,36,0,0,0,0,24,0,1,0,43620Oregon
4/06/2019,District of Columbia,2/06/2020,20,38.4,0,8.9,8.5,0.5,18.5,0,8.6,2.3,42.6,0,8.2,7.4,4.6,15.1,4.6,7.8,5,13,0,0,0,0,7,0,0,0,43620District of Columbia
4/06/2019,Montana,2/06/2020,19,39.6,0,0.5,10.5,2.7,18.7,0,13,0.6,42.9,0,4.4,8.2,5.2,14.9,4.3,10.1,4.1,13,0,0,0,0,6,0,0,0,43620Montana
4/06/2019,New Jersey,2/06/2020,126,39.5,0,16.1,10.3,0.1,26.7,0,11.4,4.9,38.6,0,11.1,6.6,3.4,20.2,3.5,7.6,4.9,58,0,23,2,0,39,0,4,0,43620New Jersey
4/06/2019,New Mexico,2/06/2020,34,36.9,0,1.6,7,0.2,24.9,0,9.9,6.4,38,0,4.6,6.7,4.5,22.2,4.2,8.2,6.8,20,0,0,0,0,14,0,0,0,43620New Mexico
4/06/2019,South Dakota,2/06/2020,16,41.2,0,1.6,9.3,3,16.5,0,12.1,0.3,46.2,0,4.7,7.4,5.2,12.8,4,9.5,4.3,11,0,0,0,0,5,0,0,0,43620South Dakota
4/06/2019,Virgin Islands,6/06/2020,7,39,0,2.6,7,1.9,20.1,0,9.5,1,43.2,0,6,6.4,5,16.9,4.6,8.3,4.8,5,0,0,0,0,2,0,0,0,43620Virgin Islands
4/06/2019,US,1/07/2020,41,40.9,0,2.7,8.7,2.3,20.1,0,10.5,1.5,53.6,0,3.3,6.1,3.1,17.4,2.2,8.1,2.9,2519,0,23,71,14,1214,0,137,0,43620US
7/06/2019,Iowa,3/02/2020,41,34.4,0,1.9,16.7,3.2,20,0,15.1,1.2,42.1,0,3.5,13.1,4,16.4,2.6,11.4,3.5,16,0,0,8,0,10,0,7,0,43623Iowa
7/06/2019,New Hampshire,11/02/2020,24,38.4,0,2.4,11,1.9,17,0,10.5,1.3,51.3,0,3.9,8.8,3.5,14.2,2.9,8.1,3.6,17,0,0,0,0,7,0,0,0,43623New Hampshire
7/06/2019,Nevada,22/02/2020,36,35.1,0,0.8,8.8,1,22.2,0,11.6,3.5,43.8,0,3.4,7.9,3.8,20.5,3,9.1,4.8,21,0,0,0,0,14,0,1,0,43623Nevada
7/06/2019,South Carolina,29/02/2020,54,52.3,0,3.2,4.4,0.7,12.8,0,10.3,0.9,72.2,0,2.7,3.4,2.1,6.7,2.1,5.5,2.4,51,0,0,0,0,2,0,1,0,43623South Carolina
7/06/2019,Alabama,3/03/2020,52,48.7,0,5.5,5.8,2.5,13.1,0,7.4,0.7,66.9,0,3.9,4.7,3.2,8,2.4,4.8,2.9,49,0,0,0,0,3,0,0,0,43623Alabama
7/06/2019,American Samoa,3/03/2020,6,38.4,0,2.5,7.3,1.9,19.8,0,10.1,1,49.3,0,4.2,6.9,3.9,17,3.1,7.9,4.1,4,0,0,0,0,2,0,0,0,43623American Samoa
7/06/2019,Arkansas,3/03/2020,31,44.9,0,4.1,7.6,3.3,15.4,0,5.4,0.4,60.7,0,4.1,5.6,4,10.8,2.7,5.1,3.1,23,0,0,0,0,8,0,0,0,43623Arkansas
7/06/2019,California,3/03/2020,416,35.6,0,1,10.4,0.6,22.3,0,11.4,1.8,43.5,0,3.5,8.8,3.6,20,3,9,4.3,242,0,0,8,0,152,0,14,0,43623California
7/06/2019,Colorado,3/03/2020,67,36,0,0.5,7.3,0.3,24.6,0,11.1,5.8,43.1,0,3.6,6.6,3.2,22.2,3.2,8.7,5.8,39,0,0,0,0,26,0,2,0,43623Colorado
