forecastdate,state,primarydate,total,bidenvote,bloombergvote,bookervote,buttigiegvote,klobucharvote,sandersvote,steyervote,warrenvote,yangvote,bidenwin,bloombergwin,bookerwin,buttigiegwin,klobucharwin,sanderswin,steyerwin,warrenwin,yangwin,bidendel,bloombergdel,bookerdel,buttigiegdel,klobuchardel,sandersdel,steyerdel,warrendel,yangdel,timestate
2/10/2019,Virginia,3/03/2020,99,36,0,2.7,6.4,3.1,14.5,1.9,20.8,2,54.8,0,2.5,4.4,3,10,2.4,18,2.3,57,0,0,0,0,9,0,33,0,43740Virginia
2/10/2019,Idaho,10/03/2020,20,34.5,0,0.8,7.9,3.8,10.9,3.2,24.4,0.2,49.8,0,2.1,5,3.1,7,3,24.7,1.8,12,0,0,0,0,0,0,8,0,43740Idaho
2/10/2019,Michigan,10/03/2020,125,33.1,0,0.5,7.5,3.4,18.8,0.3,24.2,1.8,44.8,0,1.9,5.1,3.2,14.9,1.9,23.8,2.3,54,0,0,0,0,31,0,40,0,43740Michigan
2/10/2019,Mississippi,10/03/2020,36,42.8,0,5,3.2,2.1,13.7,1.9,18.2,1.2,69.1,0,2.7,2.1,2.1,7.1,1.8,11.1,1.7,24,0,0,0,0,2,0,10,0,43740Mississippi
2/10/2019,Missouri,10/03/2020,68,37.8,0,2.5,6.3,2.7,13.9,2.9,21.1,0.5,58.8,0,2.3,3.7,2.5,8.7,2.8,16.9,1.8,41,0,0,0,0,4,0,23,0,43740Missouri
2/10/2019,North Dakota,10/03/2020,14,32.4,0,0.7,8.2,4.1,13,3.5,24.8,0.6,45.2,0,2.3,5.7,3.8,8.8,3.2,25.7,2.5,8,0,0,0,0,0,0,6,0,43740North Dakota
2/10/2019,Washington,10/03/2020,89,26.8,0,1.4,5,0.4,24.3,0.1,24.1,7.5,31.3,0,2.6,3.9,2.1,24.7,2,25.7,5.5,32,0,0,0,0,29,0,29,0,43740Washington
2/10/2019,Northern Marianas,14/03/2020,6,32.6,0,2.5,6.1,1.3,18.9,0.7,22.9,3.1,44.8,0,2.8,4.8,2.4,15.4,2.2,22,2.9,3,0,0,0,0,2,0,2,0,43740Northern Marianas
2/10/2019,Arizona,17/03/2020,67,33.9,0,0.7,8.3,3.6,18.2,0.9,22.6,1.5,47.5,0,2.2,5.6,3.1,14.1,2,20.7,2.3,30,0,0,0,0,16,0,20,0,43740Arizona
2/10/2019,Florida,17/03/2020,219,24,0,0.4,7.1,0.6,20,0.5,27.6,6.8,25.9,0,2.4,5.7,2.5,18.5,2.3,33.9,5.3,73,0,0,0,0,61,0,84,0,43740Florida
2/10/2019,Illinois,17/03/2020,155,38.9,0,1.7,5.1,0.9,14.2,0.3,23.8,2.2,57.8,0,2.1,3.4,1.9,8.6,1.7,19.8,2.2,87,0,0,0,0,15,0,53,0,43740Illinois
2/10/2019,Ohio,17/03/2020,136,32.3,0,0.9,9.2,3.5,19.7,0.4,21.4,2.1,44.2,0,2.3,6.7,3.6,16.3,2.1,19.7,2.7,60,0,0,0,0,37,0,40,0,43740Ohio
2/10/2019,Georgia,24/03/2020,105,40.4,0,2.4,4.9,1.7,13.4,0.5,22.7,1.8,60.8,0,2,3,2.3,8,1.8,17.6,1.9,63,0,0,0,0,7,0,35,0,43740Georgia
2/10/2019,Puerto Rico,29/03/2020,51,32.6,0,2.5,6.1,1.3,18.9,0.7,22.9,3.1,44,0,2.8,4.7,2.7,15.7,2.4,21.6,3.5,22,0,0,0,0,13,0,16,0,43740Puerto Rico
2/10/2019,Alaska,4/04/2020,15,32.4,0,0.5,8,0.9,12.8,4.2,26.5,0.6,42,0,2.4,5.5,2.9,9.3,3.6,28.3,2.3,8,0,0,0,0,0,0,7,0,43740Alaska
2/10/2019,Hawaii,4/04/2020,24,26.8,0,0.3,5.6,0.2,23.2,0.1,25.4,8.1,29.6,0,2.3,5,2.5,22.2,2.4,27.1,6.1,9,0,0,0,0,7,0,8,0,43740Hawaii
2/10/2019,Louisiana,4/04/2020,54,40.5,0,4.4,4,3.3,13.9,2.7,18.4,0.3,61.4,0,3,3.3,3,8.9,2.7,13,1.8,35,0,0,0,0,3,0,16,0,43740Louisiana
2/10/2019,Wyoming,4/04/2020,14,29.9,0,0.4,8.4,2.7,14.5,3.7,26.6,0.8,36.9,0,2.6,6.2,3.3,10.9,3.6,30.3,2.7,7,0,0,0,0,1,0,6,0,43740Wyoming
2/10/2019,Wisconsin,7/04/2020,84,26.4,0,0.2,7.7,2.4,24,0.7,25.7,2.4,28.8,0,2.7,5.9,3.4,23.3,2.6,27.4,3.1,29,0,0,0,0,26,0,28,0,43740Wisconsin
2/10/2019,Connecticut,28/04/2020,60,24.9,0,4.3,10.1,0.3,20.4,0.7,27,1.9,26,0,4.4,7.8,2.8,18.4,2.8,30.9,3.6,20,0,0,1,0,17,0,22,0,43740Connecticut
2/10/2019,Delaware,28/04/2020,21,33.1,0,4.3,9.9,0.2,16.7,1.6,21.4,2,43.5,0,3.9,7.2,2.9,13.3,3.2,19.6,3.5,10,0,0,0,0,5,0,6,0,43740Delaware
2/10/2019,Maryland,28/04/2020,96,29.6,0,5,7.5,0.5,17.4,0,26.3,3.2,35.1,0,4.3,6.3,3,13.9,2.6,27.9,3.7,39,0,0,0,0,23,0,34,0,43740Maryland
2/10/2019,New York,28/04/2020,274,25.4,0,1,5.6,0.8,18.9,0.1,25.3,2.2,27.9,0,3.4,5.2,3.3,16.9,3.1,28,3.6,100,0,0,0,0,74,0,100,0,43740New York
2/10/2019,Pennsylvania,28/04/2020,186,35.3,0,1.2,8.4,2.2,16.6,0.3,23.9,1.6,45.7,0,2.6,6,3.4,12.4,2.4,21.7,2.9,87,0,0,0,0,41,0,59,0,43740Pennsylvania
2/10/2019,Rhode Island,28/04/2020,26,26.1,0,8.2,5.9,0.3,21.2,0.1,22.9,4.9,28.9,0,6.7,5.8,3.4,20.6,3,23.4,4.8,10,0,0,0,0,8,0,8,0,43740Rhode Island
2/10/2019,Guam,2/05/2020,7,32.6,0,2.5,6.1,1.3,18.9,0.7,22.9,3.1,41.3,0,3.3,5.1,3.1,15.7,2.7,21.5,3.9,3,0,0,0,0,2,0,2,0,43740Guam
2/10/2019,Kansas,2/05/2020,39,34.3,0,0.4,7.7,2.8,13,3.3,25.3,0.3,44.6,0,2.5,5.7,3.7,9.2,3.4,24.4,2.8,22,0,0,0,0,1,0,16,0,43740Kansas
2/10/2019,Indiana,5/05/2020,82,29.3,0,0.3,19.7,5.6,14.5,0.7,18.9,0.3,35.2,0,2.8,18.7,5.2,11.4,3.2,17.3,3.1,32,0,0,21,0,8,0,21,0,43740Indiana
2/10/2019,Nebraska,12/05/2020,29,33.3,0,0.7,6.9,0.2,13.4,2.1,29.3,0.3,38.8,0,2.6,5.6,2.7,9.1,3.4,31.4,2.7,14,0,0,0,0,2,0,13,0,43740Nebraska
2/10/2019,West Virginia,12/05/2020,28,39.4,0,2.3,5.1,4.4,12.7,2.4,19.9,0.4,54.6,0,3.4,4.6,3.9,8.5,3.4,15.3,2.4,18,0,0,0,0,1,0,9,0,43740West Virginia
2/10/2019,Kentucky,19/05/2020,54,38.6,0,3.6,5.7,4,12.9,2.5,18.8,0.3,52.3,0,3.9,5.2,4.1,9.2,3.5,14.7,2.8,35,0,0,0,0,2,0,17,0,43740Kentucky
2/10/2019,Oregon,19/05/2020,61,26.6,0,0.6,5.7,0.3,23.6,0.3,24.2,8.3,28.4,0,2.9,5.7,3,22.4,3,24,7.1,22,0,0,0,0,19,0,20,0,43740Oregon
2/10/2019,District of Columbia,2/06/2020,20,29.2,0,10.2,7.1,0.7,16.1,0.3,21.4,4.6,33.8,0,8.6,7,3.7,13.8,3.6,20.6,5.1,9,0,0,0,0,5,0,6,0,43740District of Columbia
2/10/2019,Montana,2/06/2020,19,30.1,0,0.3,8.7,2.3,14.9,3.6,26.1,0.7,34.2,0,3.6,7.2,4.1,11.8,4.7,26.7,3.4,10,0,0,0,0,1,0,8,0,43740Montana
2/10/2019,New Jersey,2/06/2020,126,25.6,0,10.5,7,0.7,19.6,0,23.8,2.3,27.7,0,8.6,6.8,3.9,17.5,3.4,24.7,3.9,46,0,2,0,0,35,0,43,0,43740New Jersey
2/10/2019,New Mexico,2/06/2020,34,27.4,0,1.5,4.8,0.2,23.6,0.3,22.6,9.2,29.7,0,3.3,5.2,3.3,22.6,3,21.9,7.5,13,0,0,0,0,11,0,10,0,43740New Mexico
2/10/2019,South Dakota,2/06/2020,16,31.6,0,0.7,8,2.8,13.5,3.7,25.8,0.4,36.9,0,3.1,7,4.1,10.7,4.5,26.1,3.5,8,0,0,0,0,1,0,7,0,43740South Dakota
2/10/2019,Virgin Islands,6/06/2020,7,32.6,0,2.5,6.1,1.3,18.9,0.7,22.9,3.1,38.8,0,3.9,5.7,3.7,15.5,3.2,21.5,4,3,0,0,0,0,2,0,2,0,43740Virgin Islands
2/10/2019,US,1/07/2020,41,31.7,0,2.3,6.9,2.1,17.4,1.5,23.6,2.5,43.3,0,2,4.4,2.1,15.5,1.7,26.5,2.3,1750,0,2,22,15,836,0,1355,0,43740US
5/10/2019,Iowa,3/02/2020,41,24.6,0,1.8,10.5,3.6,15.8,2.3,28.7,2.3,28.7,0,2.1,6.7,2.8,12.5,2.4,40.3,2.3,15,0,0,0,0,9,0,17,0,43743Iowa
5/10/2019,New Hampshire,11/02/2020,24,23.8,0,2.2,9.1,1.6,19.1,1.3,29.5,3,25.5,0,2.5,5.6,1.9,17.4,2.1,40.5,2.5,8,0,0,0,0,6,0,10,0,43743New Hampshire
5/10/2019,Nevada,22/02/2020,36,26.7,0,1.5,5.1,0.7,21.3,3.4,25.6,4,32.8,0,2.4,3.6,2,20.7,3.1,29.7,3.2,13,0,0,0,0,10,0,13,0,43743Nevada
5/10/2019,South Carolina,29/02/2020,54,43.7,0,2.9,4.1,0.9,12,3.2,18.9,1.2,72.3,0,1.8,2.2,1.5,5.4,2.1,11.3,1.3,37,0,0,0,0,1,0,16,0,43743South Carolina
5/10/2019,Alabama,3/03/2020,52,40.3,0,3.9,5.1,3.2,12.1,2.5,20.1,0.7,64.8,0,2.5,2.9,2.3,6.4,2.1,14.7,1.9,33,0,0,0,0,2,0,17,0,43743Alabama
5/10/2019,American Samoa,3/03/2020,6,32.2,0,2.4,6.3,1.3,18.8,0.6,23.5,3.2,44.7,0,2.7,4.2,2.3,15.4,2,23.6,2.7,3,0,0,0,0,2,0,2,0,43743American Samoa
5/10/2019,Arkansas,3/03/2020,31,38.5,0,3.7,5.3,3.5,13.2,2.6,19,0.3,61.4,0,2.6,3.1,2.7,8.1,2.7,14.9,1.7,19,0,0,0,0,2,0,10,0,43743Arkansas
5/10/2019,California,3/03/2020,416,24.5,0,1.3,5.7,0.9,23.1,0.5,27.4,5.2,26.3,0,2.5,4,2.2,23.3,2.1,33.3,3.6,136,0,0,0,0,128,0,152,0,43743California
5/10/2019,Colorado,3/03/2020,67,24.8,0,1,5.1,0.5,25,0.3,25.9,6.4,26.3,0,2.3,3.6,2.2,27.4,1.9,29.7,4.1,22,0,0,0,0,22,0,23,0,43743Colorado
5/10/2019,Democrats Abroad,3/03/2020,13,32.2,0,2.4,6.3,1.3,18.8,0.6,23.5,3.2,44.1,0,2.5,4.1,2.1,15.6,2.1,24,2.9,6,0,0,0,0,3,0,4,0,43743Democrats Abroad
5/10/2019,Maine,3/03/2020,24,22.7,0,2.1,9.2,0.8,21,3.3,24.6,4.5,25.3,0,3.1,6.7,2.5,22.2,3.4,29.2,4.3,8,0,0,0,0,7,0,9,0,43743Maine
5/10/2019,Massachusetts,3/03/2020,91,26.5,0,2.3,8.4,0.4,14.3,0.1,36.2,1.3,25.9,0,2.3,4.4,1.6,8.7,1.7,51.7,1.7,35,0,0,0,0,9,0,47,0,43743Massachusetts
5/10/2019,Minnesota,3/03/2020,75,24.8,0,0.3,9.3,15.9,16.4,0.2,21.8,1,29.9,0,2.5,7.1,13.7,15.1,2.3,24.1,2.6,24,0,0,0,15,16,0,21,0,43743Minnesota
5/10/2019,North Carolina,3/03/2020,110,35.2,0,1.9,4.6,1.2,19.3,0.6,21.8,2.4,51.3,0,2.2,3,1.6,15.6,1.9,19.4,2.2,51,0,0,0,0,28,0,31,0,43743North Carolina
5/10/2019,Oklahoma,3/03/2020,37,38.4,0,3,4.3,2.5,13.4,2.7,19.5,0.6,60.9,0,2.6,2.8,2.3,8.6,2.5,15,1.8,23,0,0,0,0,2,0,12,0,43743Oklahoma
5/10/2019,Tennessee,3/03/2020,64,39,0,3,6,3.8,12.8,2.9,20,0.4,62.5,0,2.4,3.5,2.3,7.4,2.4,15.4,1.7,40,0,0,0,0,3,0,21,0,43743Tennessee
5/10/2019,Texas,3/03/2020,228,32,0,2.7,5,1.2,17.6,0.4,24.8,3,43,0,2.8,3.5,2.4,14.4,1.9,26.4,2.8,98,0,0,0,0,54,0,76,0,43743Texas
5/10/2019,Utah,3/03/2020,29,31,0,0.3,7.3,2.4,14.8,3.5,26.7,0.8,42.1,0,2.1,4.6,2.6,11.2,3,29.5,2,15,0,0,0,0,2,0,12,0,43743Utah
5/10/2019,Vermont,3/03/2020,16,19.1,0,1.3,7.6,0.9,34.4,0.3,22.2,3.9,14.8,0,2.3,4.6,1.9,49.8,1.7,20,2.9,4,0,0,0,0,7,0,5,0,43743Vermont
5/10/2019,Virginia,3/03/2020,99,35.6,0,2.6,6.7,3.1,14.3,1.9,21.4,1.9,53.7,0,2.5,4.2,2.6,10.3,2.4,19.3,2.3,56,0,0,0,0,9,0,34,0,43743Virginia
5/10/2019,Idaho,10/03/2020,20,34.1,0,0.6,8,3.7,10.7,3.2,25,0.2,48.6,0,2.1,4.9,3.1,7.1,3.2,25.6,2,12,0,0,0,0,0,0,8,0,43743Idaho
5/10/2019,Michigan,10/03/2020,125,32.6,0,0.4,7.7,3.4,18.8,0.3,24.5,1.8,44,0,2.1,4.4,2.9,15.4,1.9,24.5,2.5,54,0,0,0,0,31,0,40,0,43743Michigan
5/10/2019,Mississippi,10/03/2020,36,42.3,0,4.8,3.3,2.1,13.6,2.1,18.7,1.2,68.2,0,2.6,2.3,1.6,7.2,1.9,12.3,1.7,24,0,0,0,0,2,0,10,0,43743Mississippi
5/10/2019,Missouri,10/03/2020,68,37.5,0,2.4,6.4,2.7,14,2.8,21.5,0.5,57.2,0,2.2,3.7,2.3,9.1,2.6,18.4,1.9,41,0,0,0,0,4,0,23,0,43743Missouri
5/10/2019,North Dakota,10/03/2020,14,31.9,0,0.7,8.3,4,12.8,3.5,25.3,0.6,43.8,0,2.4,5.7,3.3,9.2,3,27.4,2,8,0,0,0,0,0,0,6,0,43743North Dakota
5/10/2019,Washington,10/03/2020,89,26.3,0,1.2,5.2,0.4,24.1,0.1,24.6,7.6,30,0,2.4,3.9,2,25.5,2.1,26.3,5.4,31,0,0,0,0,29,0,29,0,43743Washington
5/10/2019,Northern Marianas,14/03/2020,6,32.2,0,2.4,6.3,1.3,18.8,0.6,23.5,3.2,43.4,0,2.7,4.2,2.4,15.3,2.2,23.8,3.1,3,0,0,0,0,2,0,2,0,43743Northern Marianas
5/10/2019,Arizona,17/03/2020,67,31.7,0,0.4,6.7,1.6,24,0.4,22,2.6,40.9,0,2,4.2,2.3,23.3,2.3,20,2.7,27,0,0,0,0,21,0,19,0,43743Arizona
5/10/2019,Florida,17/03/2020,219,23.8,0,0.3,7.1,0.6,19.9,0.5,27.8,6.8,25.3,0,2.5,5.2,2.2,19,2.4,34.8,5.2,73,0,0,0,0,61,0,85,0,43743Florida
5/10/2019,Illinois,17/03/2020,155,38.5,0,1.6,5.3,0.9,14.1,0.3,24.2,2.2,56.6,0,1.9,3.2,1.8,8.6,1.9,21,2.3,86,0,0,0,0,15,0,54,0,43743Illinois
5/10/2019,Ohio,17/03/2020,136,31.8,0,0.9,9.4,3.5,19.5,0.4,21.8,2.2,43,0,2.1,6.1,3.3,17.1,2.4,20.9,2.7,59,0,0,0,0,36,0,41,0,43743Ohio
5/10/2019,Georgia,24/03/2020,105,39.9,0,2.3,5.1,1.7,13.4,0.5,23.1,1.8,59.5,0,2.4,3.2,2.1,7.7,1.7,18.8,1.9,62,0,0,0,0,7,0,36,0,43743Georgia
5/10/2019,Puerto Rico,29/03/2020,51,32.2,0,2.4,6.3,1.3,18.8,0.6,23.5,3.2,42.3,0,2.9,4.2,2.8,16.2,2.6,22.7,3.4,22,0,0,0,0,13,0,16,0,43743Puerto Rico
5/10/2019,Alaska,4/04/2020,15,32,0,0.4,8.2,0.8,12.9,4.1,27,0.6,40.2,0,2.4,6,2.3,9.5,3.6,29.9,2.4,8,0,0,0,0,0,0,7,0,43743Alaska
5/10/2019,Hawaii,4/04/2020,24,26.3,0,0.2,5.8,0.2,23,0.1,25.9,8.2,29.2,0,2.1,4.6,2.2,22.5,2.6,28.2,6.1,8,0,0,0,0,7,0,8,0,43743Hawaii
5/10/2019,Louisiana,4/04/2020,54,40.1,0,4.3,4.2,3.2,13.7,2.8,18.9,0.3,60.1,0,3.2,3.3,2.9,8.6,2.9,14.5,2,35,0,0,0,0,3,0,16,0,43743Louisiana
5/10/2019,Wyoming,4/04/2020,14,29.6,0,0.4,8.6,2.7,14.2,3.6,27.1,0.7,36.1,0,2.5,6.5,3.1,11.4,3.8,30.7,2.4,7,0,0,0,0,1,0,6,0,43743Wyoming
5/10/2019,Wisconsin,7/04/2020,84,27.4,0,1.3,7.8,2.2,22.2,0.2,26.1,2.5,30.9,0,2.7,5.8,3.1,21.3,2.7,27.9,3,30,0,0,0,0,25,0,29,0,43743Wisconsin
5/10/2019,Connecticut,28/04/2020,60,24.5,0,4.2,10.3,0.3,20.3,0.6,27.6,1.9,25.2,0,4.4,7.6,2.6,19.1,2.9,31.6,3.6,20,0,0,1,0,17,0,22,0,43743Connecticut
5/10/2019,Delaware,28/04/2020,21,32.8,0,4.1,10.1,0.2,16.6,1.6,21.9,2.1,41.4,0,4,7.4,2.3,13.8,3.4,20.7,3.8,10,0,0,0,0,5,0,6,0,43743Delaware
5/10/2019,Maryland,28/04/2020,96,29,0,4.9,7.8,0.5,17.3,0,26.8,3.3,33.5,0,4.4,6.3,2.9,14.8,2.6,28.7,3.8,38,0,0,0,0,23,0,35,0,43743Maryland
5/10/2019,New York,28/04/2020,274,25,0,0.9,5.9,0.8,18.7,0.1,25.7,2.2,27.3,0,3.2,5.3,2.9,18,3,28.7,3.4,99,0,0,0,0,74,0,101,0,43743New York
5/10/2019,Pennsylvania,28/04/2020,186,34.9,0,1.1,8.6,2.2,16.5,0.2,24.3,1.7,44.8,0,2.7,5.7,3.1,13,2.6,22.9,2.7,86,0,0,0,0,41,0,60,0,43743Pennsylvania
5/10/2019,Rhode Island,28/04/2020,26,25.7,0,8,6.1,0.3,21,0.1,23.4,5,28.4,0,6.4,5.5,3,20.6,3.2,24.9,4.8,10,0,0,0,0,8,0,9,0,43743Rhode Island
5/10/2019,Guam,2/05/2020,7,32.2,0,2.4,6.3,1.3,18.8,0.6,23.5,3.2,39.9,0,3.6,5.3,3.2,16.2,2.7,22.5,3.4,3,0,0,0,0,2,0,2,0,43743Guam
5/10/2019,Kansas,2/05/2020,39,34.1,0,0.3,7.8,2.8,12.7,3.3,25.7,0.3,43.9,0,2.6,5.8,3.7,9.3,3.6,25.4,2.5,22,0,0,0,0,1,0,16,0,43743Kansas
5/10/2019,Indiana,5/05/2020,82,28.9,0,0.2,19.8,5.5,14.6,0.7,19.3,0.3,34.5,0,2.9,18.7,4.8,12.1,3.2,17.5,3,31,0,0,22,0,8,0,21,0,43743Indiana
5/10/2019,Nebraska,12/05/2020,29,32.8,0,0.7,7.1,0.2,13.2,2.1,29.9,0.4,38.8,0,2.8,5.2,2.4,9.2,2.9,32.2,2.6,14,0,0,0,0,2,0,13,0,43743Nebraska
5/10/2019,West Virginia,12/05/2020,28,39,0,2.1,5.3,4.4,12.5,2.3,20.4,0.4,53.3,0,3.1,4.4,4.1,8.7,3.3,16.6,2.7,18,0,0,0,0,1,0,9,0,43743West Virginia
5/10/2019,Kentucky,19/05/2020,54,38.2,0,3.4,5.9,4,12.7,2.4,19.4,0.3,51.7,0,3.8,4.7,4.1,9.2,3.5,16,2.9,34,0,0,0,0,2,0,18,0,43743Kentucky
5/10/2019,Oregon,19/05/2020,61,26.2,0,0.4,5.9,0.3,23.5,0.3,24.7,8.3,27.3,0,3.1,5.2,3,23.3,2.9,25,6.9,21,0,0,0,0,19,0,20,0,43743Oregon
5/10/2019,District of Columbia,2/06/2020,20,28.9,0,10,7.3,0.7,15.8,0.2,22,4.6,33.4,0,8.7,6.5,3.5,13.8,3.5,21.7,5.3,9,0,0,0,0,5,0,7,0,43743District of Columbia
5/10/2019,Montana,2/06/2020,19,29.5,0,0.3,8.8,2.2,15.2,3.4,26.6,0.7,33.5,0,3.2,7.3,3.6,12.3,4.4,27.9,3.3,8,0,0,0,0,4,0,7,0,43743Montana
5/10/2019,New Jersey,2/06/2020,126,25.2,0,10.4,7.2,0.7,19.5,0.1,24.2,2.4,26.3,0,8.8,6.5,3.3,18.4,3.4,25.5,4.3,45,0,2,0,0,35,0,44,0,43743New Jersey
5/10/2019,New Mexico,2/06/2020,34,26.9,0,1.3,4.9,0.2,23.5,0.3,23.1,9.2,28.8,0,3.7,5.2,3.2,23,3.3,22.3,7.3,12,0,0,0,0,11,0,11,0,43743New Mexico
5/10/2019,South Dakota,2/06/2020,16,31.2,0,0.6,8.1,2.8,13.3,3.7,26.3,0.4,36.1,0,3,6.5,3.9,11,4.5,27.1,3.3,8,0,0,0,0,1,0,7,0,43743South Dakota
5/10/2019,Virgin Islands,6/06/2020,7,32.2,0,2.4,6.3,1.3,18.8,0.6,23.5,3.2,38.2,0,3.9,5.5,3.3,15.9,3.3,22.3,4.1,3,0,0,0,0,2,0,2,0,43743Virgin Islands
5/10/2019,US,1/07/2020,41,31.3,0,2.2,7,2,17.4,1.4,24,2.6,42.2,0,2.1,4.1,1.9,16,1.8,27.7,2.2,1727,0,2,23,15,840,0,1377,0,43743US
8/10/2019,Iowa,3/02/2020,41,24.7,0,1.7,9.7,3.5,16.2,2.2,29.8,1.9,28.1,0,1.9,6,2.5,13.1,2.4,42.2,1.8,14,0,0,0,0,9,0,17,0,43746Iowa
8/10/2019,New Hampshire,11/02/2020,24,23.8,0,2.1,8.3,1.5,19.5,1.2,30.5,2.6,24.9,0,2.2,4.9,2,16.9,1.9,43.3,2,8,0,0,0,0,6,0,10,0,43746New Hampshire
8/10/2019,Nevada,22/02/2020,36,26.8,0,1.4,4.3,0.6,21.6,3.3,26.7,3.6,31.7,0,2.3,3.1,2,21.2,2.8,31.9,2.6,13,0,0,0,0,10,0,13,0,43746Nevada
8/10/2019,South Carolina,29/02/2020,54,43.6,0,3.2,3,0.9,12.4,3.5,19.3,0.8,72.4,0,2,1.8,1.4,5.8,2,11.6,1.1,36,0,0,0,0,2,0,16,0,43746South Carolina
8/10/2019,Alabama,3/03/2020,52,40.4,0,3.9,4.7,3.2,12.2,2.5,20.6,0.5,65.4,0,2.5,2.8,2.3,6.3,2.3,15,1.3,33,0,0,0,0,2,0,17,0,43746Alabama
8/10/2019,American Samoa,3/03/2020,6,32.3,0,2.4,6.1,1.3,18.7,0.6,23.7,3.2,44.9,0,2.4,3.9,2,15.9,2.1,23.6,2.6,3,0,0,0,0,2,0,2,0,43746American Samoa
8/10/2019,Arkansas,3/03/2020,31,38.5,0,3.7,5,3.5,13.2,2.5,19.4,0.2,61.6,0,2.7,3,2.4,8.4,2.5,14.7,1.5,19,0,0,0,0,2,0,10,0,43746Arkansas
8/10/2019,California,3/03/2020,416,24.6,0,1.2,4.9,0.8,23.4,0.5,28.4,4.8,26.2,0,2.2,3.5,2.1,23.9,2.2,34.6,3.2,134,0,0,0,0,127,0,155,0,43746California
8/10/2019,Colorado,3/03/2020,67,24.9,0,0.9,4.5,0.4,25.2,0.3,26.6,6.2,26.9,0,2.1,3.5,1.9,27.5,1.9,30,4,22,0,0,0,0,22,0,23,0,43746Colorado
8/10/2019,Democrats Abroad,3/03/2020,13,32.3,0,2.4,6.1,1.3,18.7,0.6,23.7,3.2,45.1,0,2.6,3.8,2.4,15.5,2,23.7,2.5,6,0,0,0,0,3,0,4,0,43746Democrats Abroad
8/10/2019,Maine,3/03/2020,24,22.8,0,2.1,8.8,0.8,21.1,3.3,25,4.4,25.4,0,2.8,6.6,2.6,22.7,3.3,30.1,3.3,8,0,0,0,0,7,0,9,0,43746Maine
8/10/2019,Massachusetts,3/03/2020,91,26.5,0,2.2,7.7,0.3,14.7,0.1,37.1,1,25.3,0,2,3.9,1.3,8.9,1.5,53.9,1.5,34,0,0,0,0,9,0,48,0,43746Massachusetts
8/10/2019,Minnesota,3/03/2020,75,24.9,0,0.3,9,15.9,16.5,0.2,22.1,0.8,30.8,0,2.3,6.8,13.3,15.6,2.6,24,2.1,24,0,0,0,15,16,0,21,0,43746Minnesota
8/10/2019,North Carolina,3/03/2020,110,36.8,0,1.8,5.3,0.9,16.3,0.4,22.9,2.3,55.6,0,1.9,3.3,1.8,11.3,1.8,20.1,1.8,53,0,0,0,0,24,0,33,0,43746North Carolina
8/10/2019,Oklahoma,3/03/2020,37,38.5,0,3,3.7,2.4,13.6,2.6,20.1,0.3,62,0,2.4,2.8,2.1,8.4,2.2,15.3,1.6,23,0,0,0,0,2,0,12,0,43746Oklahoma
8/10/2019,Tennessee,3/03/2020,64,39,0,3,5.6,3.8,12.9,2.9,20.4,0.2,62.8,0,2.4,3.3,2.2,7,2.7,15.8,1.4,40,0,0,0,0,3,0,21,0,43746Tennessee
8/10/2019,Texas,3/03/2020,228,32.2,0,2.6,4.1,1.1,18,0.4,25.9,2.5,43.7,0,2.4,3.1,1.9,14,2,27.8,2.2,96,0,0,0,0,54,0,78,0,43746Texas
8/10/2019,Utah,3/03/2020,29,31.1,0,0.3,7,2.4,14.9,3.5,27.1,0.7,41.8,0,2.1,4.5,2.4,10.7,2.9,31,1.7,14,0,0,0,0,2,0,13,0,43746Utah
8/10/2019,Vermont,3/03/2020,16,19.1,0,1.3,7.3,0.9,34.4,0.3,22.5,3.8,15.1,0,1.9,4.2,1.7,50.2,2.1,20.3,2.5,4,0,0,0,0,7,0,5,0,43746Vermont
8/10/2019,Virginia,3/03/2020,99,35.7,0,2.5,6,3,14.5,2.1,22.2,1.5,54.4,0,2.4,3.9,2.3,10,2.2,20.1,1.9,55,0,0,0,0,9,0,35,0,43746Virginia
8/10/2019,Idaho,10/03/2020,20,34.2,0,0.6,7.6,3.7,10.8,3.1,25.5,0.1,49.1,0,2.1,4.9,2.8,6.9,3,26.1,1.7,11,0,0,0,0,0,0,9,0,43746Idaho
8/10/2019,Michigan,10/03/2020,125,32.7,0,0.3,7.2,3.4,19,0.3,25.1,1.6,44.3,0,1.9,4.5,2.7,15.1,2.2,25.2,2,53,0,0,0,0,31,0,41,0,43746Michigan
8/10/2019,Mississippi,10/03/2020,36,42.3,0,4.8,2.9,2.1,13.7,2.2,19.2,1.1,68.5,0,2.5,2.1,1.7,7.5,1.8,12.5,1.3,23,0,0,0,0,2,0,11,0,43746Mississippi
8/10/2019,Missouri,10/03/2020,68,37.6,0,2.4,5.9,2.7,14.1,2.8,21.9,0.3,57.3,0,2.3,3.6,2.2,8.9,2.8,18.8,1.6,39,0,0,0,0,6,0,23,0,43746Missouri
8/10/2019,North Dakota,10/03/2020,14,32,0,0.6,8,4,12.9,3.5,25.7,0.5,44.1,0,2.3,5.4,3,9.1,3.4,28.1,1.7,8,0,0,0,0,0,0,6,0,43746North Dakota
